Product,ProductType,IH,CH,NT,PrecioAComprar
"Rocky Patel The Edge Maduro Torpedo 6"" * 52",Box of 100,,,738.0,419.0
"Rocky Patel The Edge Maduro Torpedo 6"" * 52",Box of 20,,,147.6,84.0
"Rocky Patel The Edge Maduro Torpedo 6"" * 52",Single,,,7.8,5.0
"Rocky Patel The Edge Sumatra Toro 6"" * 52",Box of 100,,,720.0,408.0
"Rocky Patel The Edge Sumatra Toro 6"" * 52",Box of 20,,,144.0,82.0
"Rocky Patel The Edge Sumatra Toro 6"" * 52",Single,,,7.6,5.0
"Rocky Patel The Edge Sumatra Torpedo 6"" * 52",Box of 100,,,751.5,426.0
"Rocky Patel The Edge Sumatra Torpedo 6"" * 52",Box of 20,,,150.3,86.0
"Rocky Patel The Edge Sumatra Torpedo 6"" * 52",Single,,,7.95,5.0
"Rocky Patel Vintage 1990 Churchill 7"" * 48",Box of 20,,,206.1,117.0
"Rocky Patel Vintage 1990 Churchill 7"" * 48",Single,,,10.9,7.0
"Rocky Patel Vintage 1990 Juniors 4"" * 38",Box of 50,,,186.3,106.0
"Rocky Patel Vintage 1990 Juniors 4"" * 38",Tin of 5,,,19.7,12.0
"Rocky Patel Vintage 1990 Robusto 5""1/2 * 50",Box of 20,,,195.3,111.0
"Rocky Patel Vintage 1990 Robusto 5""1/2 * 50",Single,,,10.3,6.0
"Rocky Patel Vintage 1990 Sixty 6"" * 60",Box of 20,,,239.4,136.0
"Rocky Patel Vintage 1990 Sixty 6"" * 60",Single,,,12.65,8.0
"Rocky Patel Vintage 1990 Torpedo 6""1/4 * 52",Box of 20,,,212.4,121.0
"Rocky Patel Vintage 1990 Torpedo 6""1/4 * 52",Single,,,11.25,7.0
"Rocky Patel Vintage 1992 Churchill 7"" * 48",Box of 20,,,206.1,117.0
"Rocky Patel Vintage 1992 Churchill 7"" * 48",Single,,,10.9,7.0
"Rocky Patel Vintage 1992 Juniors 4"" * 38",Box of 50,,,186.3,106.0
"Rocky Patel Vintage 1992 Juniors 4"" * 38",Tin of 5,,,19.7,12.0
"Rocky Patel Vintage 1992 Robusto 5""1/2 * 50",Box of 20,,,195.3,111.0
"Rocky Patel Vintage 1992 Robusto 5""1/2 * 50",Single,,,10.3,6.0
"Rocky Patel Vintage 1992 Sixty 6"" * 60",Box of 20,,,239.4,136.0
"Rocky Patel Vintage 1992 Sixty 6"" * 60",Single,,,12.65,8.0
"Rocky Patel Vintage 1992 Torpedo 6""1/4 * 52",Box of 20,,,212.4,121.0
"Rocky Patel Vintage 1999 Churchill 7"" * 48",Box of 20,,,206.1,117.0
"Rocky Patel Vintage 1999 Churchill 7"" * 48",Single,,,10.9,7.0
"Rocky Patel Vintage 1999 Juniors 4"" * 38",Box of 50,,,186.3,106.0
"Rocky Patel Vintage 1999 Juniors 4"" * 38",Tin of 5,,,19.7,12.0
"Rocky Patel Vintage 1999 Minis 4""1/4 * 32",Box of 100,,,174.15,99.0
"Rocky Patel Vintage 1999 Minis 4""1/4 * 32",Tin of 10,,,18.4,11.0
"Rocky Patel Vintage 1999 Robusto 5""1/2 * 50",Box of 20,,,195.3,111.0
"Rocky Patel Vintage 1999 Robusto 5""1/2 * 50",Single,,,10.3,6.0
"Rocky Patel Vintage 1999 Sixty 6"" * 60",Box of 20,,,239.4,136.0
"Rocky Patel Vintage 1999 Sixty 6"" * 60",Single,,,12.65,8.0
"Rocky Patel Vintage 1999 Toro 6""1/2 * 52",Box of 20,,,206.1,117.0
"Rocky Patel Vintage 1999 Torpedo 6""1/4 * 52",Box of 20,,,201.29,115.0
"Rocky Patel Vintage 1999 Torpedo 6""1/4 * 52",Single,,,10.65,7.0
"Rocky Patel Vintage 2003 Juniors 4"" * 38",Box of 50,,,186.3,106.0
"Rocky Patel Vintage 2003 Juniors 4"" * 38",Tin of 5,,,19.7,12.0
"Rocky Patel Vintage 2003 Robusto 5""1/2 * 50",Box of 20,,,195.3,111.0
"Rocky Patel Vintage 2003 Robusto 5""1/2 * 50",Single,,,10.3,6.0
"Rocky Patel Vintage 2003 Sixty 6"" * 60",Box of 20,,,239.4,136.0
"Rocky Patel Vintage 2003 Sixty 6"" * 60",Single,,,12.65,8.0
"Rocky Patel Vintage 2003 Toro 6""1/2 * 52",Box of 20,,,206.1,117.0
"Rocky Patel Vintage 2003 Toro 6""1/2 * 52",Single,,,10.9,7.0
"Rocky Patel Vintage 2006 Bala TAA 2021 5""3/4 * 58/50",Box of 20,,,140.0,80.0
"Rocky Patel Vintage 2006 Bala TAA 2021 5""3/4 * 58/50",Single,,,7.0,5.0
"Rocky Patel Vintage 2006 Robusto 5""1/2 * 50",Box of 20,,,195.3,111.0
"Rocky Patel Vintage 2006 Robusto 5""1/2 * 50",Single,,,10.3,6.0
"Rocky Patel Vintage 2006 Sixty 6"" * 60",Box of 20,,,239.4,136.0
"Rocky Patel Vintage 2006 Sixty 6"" * 60",Single,,,12.65,8.0
"Rocky Patel Vintage 2006 Toro 6""1/2 * 52",Box of 20,,,206.1,117.0
"Rocky Patel White Label Churchill 7"" * 48",Box of 20,,,378.0,215.0
"Rocky Patel White Label Churchill 7"" * 48",Single,,,19.95,12.0
"Rocky Patel White Label Robusto 5"" * 50",Box of 20,,,359.1,204.0
"Rocky Patel White Label Robusto 5"" * 50",Single,,,18.95,11.0
"Rocky Patel White Label Sixty 6"" * 60",Box of 20,,,396.9,225.0
"Rocky Patel White Label Sixty 6"" * 60",Single,,,20.95,12.0
"Rocky Patel White Label Toro 6""1/2 * 52",Box of 20,,,378.0,215.0
"Rocky Patel White Label Toro 6""1/2 * 52",Single,,,19.95,12.0
"Rocky Patel Winter Collection Sixty 6"" * 60",Box of 20,,,236.7,135.0
"Rocky Patel Winter Collection Sixty 6"" * 60",Single,,,12.5,8.0
"Rocky Patel Winter Collection Toro 6""1/2 * 52",Box of 20,,,217.8,124.0
"Rocky Patel Winter Collection Toro 6""1/2 * 52",Single,,,11.5,7.0
"Sixty by Rocky Patel Robusto 5""1/2 * 50",Box of 20,,,302.4,172.0
"Sixty by Rocky Patel Robusto 5""1/2 * 50",Single,,,16.0,10.0
"Sixty by Rocky Patel Sixty 6"" * 60",Box of 20,,,340.2,193.0
"Sixty by Rocky Patel Sixty 6"" * 60",Single,,,17.95,11.0
"Sixty by Rocky Patel Toro 6""1/2 * 52",Box of 20,,,321.3,183.0
"Sixty by Rocky Patel Toro 6""1/2 * 52",Single,,,16.95,10.0
"RoMa Craft Baka Acephalous 5"" * 56",Box of 24,,,276.0,157.0
"RoMa Craft Baka Acephalous 5"" * 56",Single,,,11.5,7.0
"RoMa Craft Baka Bantu 4"" * 52",Box of 24,,,246.0,140.0
"RoMa Craft Baka Bantu 4"" * 52",Single,,,10.25,6.0
"RoMa Craft Baka Gran Perfecto 5""5/8 * 60",Box of 10,,,165.0,94.0
"RoMa Craft Baka Gran Perfecto 5""5/8 * 60",Single,,,16.5,10.0
"RoMa Craft Baka Hunter Gatherer 6"" * 54",Box of 24,,,306.0,174.0
"RoMa Craft Baka Hunter Gatherer 6"" * 54",Single,,,12.75,8.0
"RoMa Craft Baka Jengi 5""3/4 * 46",Box of 24,,,288.0,164.0
"RoMa Craft Baka Jengi 5""3/4 * 46",Single,,,12.0,7.0
"RoMa Craft Baka Ota Benga 4""1/2 * 60",Box of 24,,,258.0,147.0
"RoMa Craft Baka Ota Benga 4""1/2 * 60",Single,,,10.75,7.0
"RoMa Craft Baka Poki 5"" * 50",Box of 24,,,250.8,143.0
"RoMa Craft Baka Poki 5"" * 50",Single,,,10.45,6.0
"RoMa Craft Baka Pygmy 4"" * 46",Box of 30,,,277.5,158.0
"RoMa Craft Baka Pygmy 4"" * 46",Single,,,9.25,6.0
"RoMa Craft CRAFT 2021 Gran Perfecto 5""5/8 * 60",Box of 10,,,180.0,103.0
"RoMa Craft CRAFT 2022 Robusto 5"" * 50",Box of 10,,,120.0,69.0
"RoMa Craft CroMagnon Anthropology 5""3/4 * 46",Box of 24,,,264.0,150.0
"RoMa Craft CroMagnon Anthropology 5""3/4 * 46",Single,,,11.0,7.0
"RoMa Craft CroMagnon Atlatl LE 7"" * 38",Box of 10,,,120.0,69.0
"RoMa Craft CroMagnon Atlatl LE 7"" * 38",Single,,,12.0,7.0
"RoMa Craft CroMagnon Blockhead LE 6"" * 54",Box of 10,,,127.5,73.0
"RoMa Craft CroMagnon Blockhead LE 6"" * 54",Single,,,12.75,8.0
"RoMa Craft CroMagnon Cranium 6"" * 54",Box of 24,,,282.0,160.0
"RoMa Craft CroMagnon Cranium 6"" * 54",Single,,,11.75,7.0
"RoMa Craft CroMagnon EMH 5"" * 56",Box of 24,,,252.0,143.0
"RoMa Craft CroMagnon EMH 5"" * 56",Single,,,10.5,6.0
"RoMa Craft CroMagnon EMH Black Irish 5"" * 56",Box of 24,,,300.0,171.0
"RoMa Craft CroMagnon EMH Black Irish 5"" * 56",Single,,,12.5,8.0
"RoMa Craft CroMagnon Fomorian LE 5"" * 56",Box of 24,,,228.0,130.0
"RoMa Craft CroMagnon Gran Perfecto 5""5/8 * 60",Box of 10,,,155.0,88.0
"RoMa Craft CroMagnon Gran Perfecto 5""5/8 * 60",Single,,,15.5,9.0
"RoMa Craft CroMagnon Knuckle Dragger 4"" * 52",Box of 24,,,222.0,126.0
"RoMa Craft CroMagnon Knuckle Dragger 4"" * 52",Single,,,9.25,6.0
"RoMa Craft CroMagnon Mandible 4""1/2 * 60",Box of 24,,,234.0,133.0
"RoMa Craft CroMagnon Mandible 4""1/2 * 60",Single,,,9.75,6.0
"RoMa Craft CroMagnon Mastodon LE 4""1/2 * 60",Box of 24,,,252.0,143.0
"RoMa Craft CroMagnon Mastodon LE 4""1/2 * 60",Single,,,10.5,6.0
"RoMa Craft CroMagnon Mode 5 5"" * 50",Box of 24,,,226.8,129.0
"RoMa Craft CroMagnon Mode 5 5"" * 50",Single,,,9.45,6.0
"RoMa Craft CroMagnon Pestera Muierilor 4"" * 46",Box of 30,,,247.5,141.0
"RoMa Craft CroMagnon Pestera Muierilor 4"" * 46",Single,,,8.25,5.0
"RoMa Craft CroMagnon Venus LE 6""1/4 * 56",Box of 10,,,135.0,77.0
"RoMa Craft CroMagnon Venus LE 6""1/4 * 56",Single,,,13.5,8.0
"RoMa Craft CroMagnon Aquitaine Anthropology 5""3/4 * 46",Box of 24,,,192.95,110.0
"RoMa Craft CroMagnon Aquitaine Anthropology 5""3/4 * 46",Single,,,9.0,6.0
"RoMa Craft CroMagnon Aquitaine Atlatl LE 7"" * 38",Box of 10,,,98.95,57.0
"RoMa Craft CroMagnon Aquitaine Atlatl LE 7"" * 38",Single,,,10.45,6.0
"RoMa Craft CroMagnon Aquitaine Blockhead LE 6"" * 54",Box of 10,,,105.95,61.0
"RoMa Craft CroMagnon Aquitaine Blockhead LE 6"" * 54",Single,,,11.2,7.0
"RoMa Craft CroMagnon Aquitaine Cranium 6"" * 54",Box of 24,,,220.95,126.0
"RoMa Craft CroMagnon Aquitaine Cranium 6"" * 54",Single,,,9.7,6.0
"RoMa Craft CroMagnon Aquitaine EMH 5"" * 56",Box of 24,,,194.95,111.0
"RoMa Craft CroMagnon Aquitaine EMH 5"" * 56",Single,,,8.55,5.0
"RoMa Craft CroMagnon Aquitaine Epoch LE 7""* 49",Box of 10,,,108.95,62.0
"RoMa Craft CroMagnon Aquitaine Gran Perfecto 5""5/8 * 60",Box of 10,,,127.95,73.0
"RoMa Craft CroMagnon Aquitaine Gran Perfecto 5""5/8 * 60",Single,,,13.8,8.0
"RoMa Craft CroMagnon Aquitaine Knuckle Dragger 4"" * 52",Box of 24,,,161.95,92.0
"RoMa Craft CroMagnon Aquitaine Knuckle Dragger 4"" * 52",Single,,,7.45,5.0
"RoMa Craft CroMagnon Aquitaine Mandible 4""1/2 * 60",Box of 24,,,175.95,100.0
"RoMa Craft CroMagnon Aquitaine Mandible 4""1/2 * 60",Single,,,7.9,5.0
"RoMa Craft CroMagnon Aquitaine Mastodon LE 4""1/2 * 60",Box of 24,,,205.95,117.0
"RoMa Craft CroMagnon Aquitaine Mastodon LE 4""1/2 * 60",Single,,,9.05,6.0
"RoMa Craft CroMagnon Aquitaine Mode 5 5"" * 50",Box of 24,,,172.95,99.0
"RoMa Craft CroMagnon Aquitaine Mode 5 5"" * 50",Single,,,7.6,5.0
"RoMa Craft CroMagnon Aquitaine Pestera Muierilor 4"" * 46",Box of 30,,,183.95,105.0
"RoMa Craft CroMagnon Aquitaine Pestera Muierilor 4"" * 46",Single,,,6.55,4.0
"RoMa Craft CroMagnon Aquitaine Sabre Tooth LE 5"" * 56",Box of 24,,,247.95,141.0
"RoMa Craft CroMagnon Aquitaine Sabre Tooth LE 5"" * 56",Single,,,10.95,7.0
"RoMa Craft CroMagnon Aquitaine Venus LE 6""1/4 * 56",Box of 10,,,112.95,65.0
"RoMa Craft CroMagnon Aquitaine Venus LE 6""1/4 * 56",Single,,,11.9,7.0
"RoMa Craft Intemperance BA XXI Ambition 5""1/2 * 54",Box of 24,,,179.95,102.0
"RoMa Craft Intemperance BA XXI Ambition 5""1/2 * 54",Single,,,8.35,5.0
"RoMa Craft Intemperance BA XXI Avarice 4""1/2 * 52",Box of 24,,,162.95,93.0
"RoMa Craft Intemperance BA XXI Avarice 4""1/2 * 52",Single,,,7.0,5.0
"RoMa Craft Intemperance BA XXI AWS IV LE 6""1/2 * 44",Box of 12,,,90.95,52.0
"RoMa Craft Intemperance BA XXI AWS IV LE 6""1/2 * 44",Single,,,7.9,5.0
"RoMa Craft Intemperance BA XXI Breach of Peace 5"" * 56",Box of 24,,,183.95,105.0
"RoMa Craft Intemperance BA XXI Breach of Peace 5"" * 56",Single,,,8.1,5.0
"RoMa Craft Intemperance BA XXI Envy 5"" * 50",Box of 24,,,168.95,96.0
"RoMa Craft Intemperance BA XXI Envy 5"" * 50",Single,,,7.15,5.0
"RoMa Craft Intemperance BA XXI Gran Perfecto 5""5/8 * 60",Box of 12,,,139.95,80.0
"RoMa Craft Intemperance BA XXI Gran Perfecto 5""5/8 * 60",Single,,,12.35,8.0
"RoMa Craft Intemperance BA XXI Intrigue 4"" * 46",Box of 30,,,174.95,100.0
"RoMa Craft Intemperance BA XXI Intrigue 4"" * 46",Single,,,6.1,4.0
"RoMa Craft Intemperance BA XXI Revenge LE 5"" * 56",Box of 12,,,104.95,60.0
"RoMa Craft Intemperance BA XXI Revenge LE 5"" * 56",Single,,,9.3,6.0
"RoMa Craft Intemperance EC XVIII AWS IV 6""1/2 * 44",Box of 12,,,87.95,50.0
"RoMa Craft Intemperance EC XVIII AWS IV 6""1/2 * 44",Single,,,7.65,5.0
"RoMa Craft Intemperance EC XVIII Brotherly Kindness 5"" * 56",Box of 24,,,176.95,101.0
"RoMa Craft Intemperance EC XVIII Brotherly Kindness 5"" * 56",Single,,,7.9,5.0
"RoMa Craft Intemperance EC XVIII Charity 4"" * 46",Box of 30,,,166.95,95.0
"RoMa Craft Intemperance EC XVIII Charity 4"" * 46",Single,,,5.85,4.0
"RoMa Craft Intemperance EC XVIII Faith 5"" * 50",Box of 24,,,161.95,92.0
"RoMa Craft Intemperance EC XVIII Faith 5"" * 50",Single,,,6.95,4.0
"RoMa Craft Intemperance EC XVIII Goodness 5"" * 56",Box of 12,,,101.95,58.0
"RoMa Craft Intemperance EC XVIII Goodness 5"" * 56",Single,,,9.05,6.0
"RoMa Craft Intemperance EC XVIII Gran Perfecto 5""5/8 * 60",Box of 12,,,136.95,78.0
"RoMa Craft Intemperance EC XVIII Gran Perfecto 5""5/8 * 60",Single,,,12.15,7.0
"RoMa Craft Intemperance EC XVIII Humility 5""1/2 * 37",Box of 12,,,74.95,43.0
"RoMa Craft Intemperance EC XVIII Humility 5""1/2 * 37",Single,,,6.65,4.0
"RoMa Craft Intemperance EC XVIII Industry 5""1/2 * 54",Box of 24,,,174.95,100.0
"RoMa Craft Intemperance EC XVIII Virtue 4""1/2 * 52",Box of 24,,,156.95,89.0
"RoMa Craft Intemperance EC XVIII Virtue 4""1/2 * 52",Single,,,6.75,4.0
"RoMa Craft Intemperance WR 1794 Bradford 5"" * 56",Box of 24,,,176.95,101.0
"RoMa Craft Intemperance WR 1794 Bradford 5"" * 56",Single,,,8.35,5.0
"RoMa Craft Intemperance WR 1794 Gran Perfecto 5""5/8 * 60",Box of 12,,,142.95,82.0
"RoMa Craft Intemperance WR 1794 Gran Perfecto 5""5/8 * 60",Single,,,12.6,8.0
"RoMa Craft Intemperance WR 1794 Hamilton 4"" * 46",Box of 30,,,169.95,97.0
"RoMa Craft Intemperance WR 1794 Hamilton 4"" * 46",Single,,,6.3,4.0
"RoMa Craft Intemperance WR 1794 Jefferson 4""1/2 * 52",Box of 24,,,157.95,90.0
"RoMa Craft Intemperance WR 1794 Jefferson 4""1/2 * 52",Single,,,7.2,5.0
"RoMa Craft Intemperance WR 1794 McFarlane 5"" * 50",Box of 24,,,162.95,93.0
"RoMa Craft Intemperance WR 1794 McFarlane 5"" * 50",Single,,,7.4,5.0
"RoMa Craft Intemperance WR 1794 Tarred & Feathered 5"" * 56",Box of 12,,,107.95,62.0
"RoMa Craft Intemperance WR 1794 Tarred & Feathered 5"" * 56",Single,,,9.5,6.0
"RoMa Craft Intemperance WR 1794 Washington 5""1/2 * 54",Box of 24,,,173.95,99.0
"RoMa Craft Intemperance WR 1794 Washington 5""1/2 * 54",Single,,,8.55,5.0
"RoMa Craft Neanderthal GD 4""1/4 * 52",Box of 15,,,157.5,90.0
"RoMa Craft Neanderthal GD 4""1/4 * 52",Single,,,10.5,6.0
"RoMa Craft Neanderthal Gran Perfecto 5""5/8 * 60",Box of 15,,,236.25,134.0
"RoMa Craft Neanderthal Gran Perfecto 5""5/8 * 60",Single,,,15.75,9.0
"RoMa Craft Neanderthal HN 5"" * 52/58",Box of 25,,,300.0,171.0
"RoMa Craft Neanderthal HN 5"" * 52/58",Single,,,12.0,7.0
"Roma Craft Neanderthal HS 5""3/4 * 46",Box of 15,,,168.75,96.0
"Roma Craft Neanderthal HS 5""3/4 * 46",Single,,,11.25,7.0
"Roma Craft Neanderthal JCF 5""1/4 * 50",Box of 15,,,165.0,94.0
"Roma Craft Neanderthal JCF 5""1/4 * 50",Single,,,11.0,7.0
"Roma Craft Neanderthal KFG 4""3/4 * 56",Box of 15,,,176.25,100.0
"Roma Craft Neanderthal KFG 4""3/4 * 56",Single,,,11.75,7.0
"RoMa Craft Neanderthal LH 4""3/4 * 56",Box of 15,,,206.25,117.0
"RoMa Craft Neanderthal LH 4""3/4 * 56",Single,,,13.75,8.0
"RoMa Craft Neanderthal OM 7"" * 38",Box of 15,,,195.0,111.0
"RoMa Craft Neanderthal OM 7"" * 38",Single,,,13.0,8.0
"RoMa Craft Neanderthal SGP 4""1/4 * 52",Box of 15,,,150.0,86.0
"RoMa Craft Neanderthal SGP 4""1/4 * 52",Single,,,10.0,6.0
"1875 By Romeo y Julieta Bully 5"" * 50",Box of 15,,,85.95,49.0
"1875 By Romeo y Julieta Bully 5"" * 50",Single,,,6.95,4.0
"1875 By Romeo y Julieta Churchill 7"" * 50",Box of 15,,,91.95,53.0
"1875 By Romeo y Julieta Churchill 7"" * 50",Single,,,7.45,5.0
"1875 By Romeo y Julieta Dos 5""1/2 * 44",Box of 15,,,92.85,53.0
"1875 By Romeo y Julieta Gordo 6"" * 60",Box of 15,,,95.95,55.0
"1875 By Romeo y Julieta Tres 6"" * 50",Box of 15,,,88.95,51.0
"1875 By Romeo y Julieta Tres 6"" * 50",Single,,,7.2,5.0
"Romeo 505 Nicaragua Churchill 7"" * 50",Box of 20,,,124.9,71.0
"Romeo 505 Nicaragua Churchill 7"" * 50",Single,,,9.0,6.0
"Romeo 505 Nicaragua Piramides 6""1/2 * 54",Box of 20,,,128.78,74.0
"Romeo 505 Nicaragua Robusto 5""1/2 * 50",Box of 20,,,121.01,69.0
"Romeo 505 Nicaragua Toro 6"" * 52",Box of 20,,,122.95,70.0
"Romeo Anejo by Romeo y Julieta Piramide 6""1/8 * 52",Box of 20,,,139.95,80.0
"Romeo Anejo by Romeo y Julieta Robusto 5"" * 54",Box of 20,,,121.95,70.0
"Romeo Anejo by Romeo y Julieta Toro 6"" * 54",Box of 20,,,165.95,95.0
"Romeo by Romeo y Julieta Churchill 7"" * 56",Box of 20,,,197.95,113.0
"Romeo by Romeo y Julieta Churchill 7"" * 56",Single,,,10.5,6.0
"Romeo by Romeo y Julieta Piramides 6""1/8 * 52",Box of 20,,,192.7,110.0
"Romeo by Romeo y Julieta Piramides 6""1/8 * 52",Single,,,10.2,6.0
"Romeo by Romeo y Julieta Robusto 5"" * 54",Box of 20,,,177.85,101.0
"Romeo by Romeo y Julieta Robusto 5"" * 54",Pack of 5,,,44.45,26.0
"Romeo by Romeo y Julieta Robusto 5"" * 54",Single,,,9.4,6.0
"Romeo by Romeo y Julieta Toro 6"" * 54",Box of 20,,,184.6,105.0
"Romeo by Romeo y Julieta Toro 6"" * 54",Single,,,9.75,6.0
"Romeo San Andres by Romeo y Julieta Piramides 6""1/8 * 52",Box of 20,,,187.95,107.0
"Romeo y Julieta 1875 Belicoso 6""1/8 * 52",Box of 25,,,178.52,102.0
"Romeo y Julieta 1875 Belicoso 6""1/8 * 52",Single,,,8.6,5.0
"Romeo y Julieta 1875 Bully 5"" * 50",Box of 25,,,141.47,81.0
"Romeo y Julieta 1875 Bully 5"" * 50",Pack of 5,,,28.3,17.0
"Romeo y Julieta 1875 Bully 5"" * 50",Single,,,6.8,4.0
"Romeo y Julieta 1875 Cedro Deluxe #2 5""1/2 * 44",Box of 25,,,140.09,80.0
"Romeo y Julieta 1875 Cedro Deluxe #2 5""1/2 * 44",Single,,,6.75,4.0
"Romeo y Julieta 1875 Cedros Deluxe #1 6""1/2 * 44",Box of 25,,,153.83,88.0
"Romeo y Julieta 1875 Cedros Deluxe #1 6""1/2 * 44",Single,,,7.4,5.0
"Romeo y Julieta 1875 Churchill 7"" * 50",Box of 25,,,160.56,92.0
"Romeo y Julieta 1875 Churchill 7"" * 50",Single,,,7.7,5.0
"Romeo y Julieta 1875 Churchill Tube 7"" * 50",Box of 10,,,71.42,41.0
"Romeo y Julieta 1875 Churchill Tube 7"" * 50",Single,,,8.6,5.0
"Romeo y Julieta 1875 Clemenceaus en Tubos 6"" * 50",Box of 10,,,69.16,40.0
"Romeo y Julieta 1875 Clemenceaus en Tubos 6"" * 50",Single,,,8.3,5.0
"Romeo y Julieta 1875 Deluxe #1 Glass 7"" * 50",Box of 10,,,71.42,41.0
"Romeo y Julieta 1875 Deluxe #1 Glass 7"" * 50",Single,,,8.6,5.0
"Romeo y Julieta 1875 Deluxe #2 Glass 6"" * 50",Box of 10,,,69.16,40.0
"Romeo y Julieta 1875 Deluxe #2 Glass 6"" * 50",Single,,,8.3,5.0
"Romeo y Julieta 1875 Exhibition #1 8""1/2 * 52",Box of 20,,,138.35,79.0
"Romeo y Julieta 1875 Exhibition #1 8""1/2 * 52",Single,,,8.3,5.0
"Romeo y Julieta 1875 Exhibition #3 6"" * 50",Box of 25,,,148.22,85.0
"Romeo y Julieta 1875 Exhibition #3 6"" * 50",Pack of 5,,,29.65,17.0
"Romeo y Julieta 1875 Exhibition #3 6"" * 50",Single,,,7.15,5.0
"Romeo y Julieta 1875 Julieta 4""7/8 * 28",Box of 60,,,107.17,61.0
"Romeo y Julieta 1875 Julieta 4""7/8 * 28",Pack of 10,,,18.95,11.0
"Romeo y Julieta 1875 Mini Blue 2""7/8 * 20",Box of 100,,,43.58,25.0
"Romeo y Julieta 1875 Mini Blue 2""7/8 * 20",Tin of 20,,,11.55,7.0
"Romeo y Julieta 1875 Mini Red 2""7/8 * 20",Box of 100,,,43.58,25.0
"Romeo y Julieta 1875 Mini Red 2""7/8 * 20",Tin of 20,,,11.55,7.0
"Romeo y Julieta 1875 Mini White 2""7/8 * 20",Box of 100,,,43.58,25.0
"Romeo y Julieta 1875 Mini White 2""7/8 * 20",Tin of 20,,,11.55,7.0
"Romeo y Julieta 1875 Numero Dos 6""1/8 * 52",Box of 10,,,81.02,46.0
"Romeo y Julieta 1875 Numero Dos 6""1/8 * 52",Single,,,9.75,6.0
"Romeo y Julieta 1875 Petite Bully 4"" * 38",Box of 30,,,55.27,32.0
"Romeo y Julieta 1875 Petite Bully 4"" * 38",Tin of 6,,,14.65,9.0
"Romeo y Julieta 1875 Romeos 4"" * 33",Box of 30,,,42.5,25.0
"Romeo y Julieta 1875 Romeos 4"" * 33",Tin of 6,,,10.2,6.0
"Romeo y Julieta 1875 Romeo's Court 5""1/2 * 44",Box of 10,,,64.04,37.0
"Romeo y Julieta 1875 Romeo's Court 5""1/2 * 44",Single,,,7.7,5.0
"Romeo y Julieta 1875 Rothchilde en Tubo 5"" * 50",Box of 10,,,66.47,38.0
"Romeo y Julieta 1875 Rothchilde en Tubo 5"" * 50",Single,,,8.0,5.0
"Romeo y Julieta 1875 Connecticut Nicaragua Bully 5"" * 50",Box of 25,,,144.64,82.0
"Romeo y Julieta 1875 Connecticut Nicaragua Churchill 7"" * 50",Box of 25,,,163.27,93.0
"Romeo y Julieta 1875 Connecticut Nicaragua Magnum 6"" * 60",Box of 20,,,134.76,77.0
"Romeo y Julieta 1875 Connecticut Nicaragua Magnum 6"" * 60",Single,,,8.1,5.0
"Romeo y Julieta 1875 Connecticut Nicaragua Toro 6"" * 52",Box of 25,,,150.85,86.0
"Romeo y Julieta 1875 Connecticut Nicaragua Toro 6"" * 52",Single,,,7.25,5.0
"Romeo y Julieta 1875 Nicaragua Bully 5"" * 50",Box of 25,,,141.83,81.0
"Romeo y Julieta 1875 Nicaragua Bully 5"" * 50",Single,,,6.85,4.0
"Romeo y Julieta 1875 Nicaragua Churchill 7"" * 52",Box of 25,,,160.6,92.0
"Romeo y Julieta 1875 Nicaragua Churchill 7"" * 52",Single,,,7.7,5.0
"Romeo y Julieta 1875 Nicaragua Clemenceau en Tubo 6"" * 50",Box of 10,,,73.95,42.0
"Romeo y Julieta 1875 Nicaragua Clemenceau en Tubo 6"" * 50",Single,,,8.55,5.0
"Romeo y Julieta 1875 Nicaragua Magnum 6"" * 60",Box of 20,,,132.66,76.0
"Romeo y Julieta 1875 Nicaragua Magnum 6"" * 60",Single,,,7.95,5.0
"Romeo y Julieta 1875 Nicaragua Toro 6"" * 50",Box of 25,,,147.95,84.0
"Romeo y Julieta 1875 Nicaragua Toro 6"" * 50",Pack of 5,,,28.6,17.0
"Romeo y Julieta 1875 Nicaragua Toro 6"" * 50",Single,,,7.15,5.0
"Romeo y Julieta Crafted by AJ Fernandez Churchill 7"" * 50",Box of 20,,,136.95,78.0
"Romeo y Julieta Crafted by AJ Fernandez Gordo 6"" * 60",Box of 20,,,142.95,82.0
"Romeo y Julieta Crafted by AJ Fernandez Gordo 6"" * 60",Single,,,8.55,5.0
"Romeo y Julieta Crafted by AJ Fernandez Robusto 5"" * 52",Box of 20,,,117.95,67.0
"Romeo y Julieta Crafted by AJ Fernandez Robusto 5"" * 52",Single,,,7.1,5.0
"Romeo y Julieta Crafted by AJ Fernandez Toro 6"" * 52",Box of 20,,,127.95,73.0
"Romeo y Julieta Crafted by AJ Fernandez Toro 6"" * 52",Single,,,7.6,5.0
"Romeo y Julieta Devocion Belicoso 6""1/2 * 54",Box of 20,,,170.95,97.0
"Romeo y Julieta Devocion Magnum 6"" * 60",Box of 20,,,174.95,100.0
"Romeo y Julieta Devocion Robusto 5""1/2 * 48",Box of 20,,,161.95,92.0
"Romeo y Julieta Devocion Toro 6"" * 52",Box of 20,,,165.95,95.0
"Romeo y Julieta Eternal Toro 6"" * 54",Box of 11,,,148.5,85.0
"Romeo y Julieta Eternal Toro 6"" * 54",Single,,,14.25,9.0
