Product,ProductType,IH,CH,NT,PrecioAComprar
"Gurkha Black Dragon Special Edition Tubo 7""1/2 * 52",Single,,,51.0,29.0
"Gurkha Bourbon Collection Toro Natural 6"" * 50",Pack of 30,,,262.95,150.0
"Gurkha Cellar Reserve 15 Years Hedonism 6"" * 58",Box of 20,,,180.95,103.0
"Gurkha Cellar Reserve 15 Years Hedonism 6"" * 58",Single,,,11.5,7.0
"Gurkha Cellar Reserve 15 Years Kraken 6"" * 60",Box of 20,,,210.95,120.0
"Gurkha Cellar Reserve 15 Years Kraken 6"" * 60",Single,,,13.6,8.0
"Gurkha Cellar Reserve 15 Years Solara 5"" * 58",Box of 20,,,167.95,96.0
"Gurkha Cellar Reserve 15 Years Solara 5"" * 58",Single,,,9.9,6.0
"Gurkha Cellar Reserve 18 Year Hedonism 6"" * 58",Box of 20,,,209.95,119.0
"Gurkha Cellar Reserve 18 Year Hedonism 6"" * 58",Single,,,13.1,8.0
"Gurkha Cellar Reserve 18 Year Koi 4"" * 58",Box of 20,,,141.95,81.0
"Gurkha Cellar Reserve 18 Year Koi 4"" * 58",Single,,,8.45,5.0
"Gurkha Cellar Reserve 18 Year Solara 5"" * 58",Box of 20,,,184.95,105.0
"Gurkha Cellar Reserve 18 Year Solara 5"" * 58",Box of 10,,,104.95,60.0
"Gurkha Cellar Reserve 18 Year Solara 5"" * 58",Single,,,11.45,7.0
"Gurkha Cellar Reserve Limitada Hedonism 6"" * 58",Box of 20,,,170.95,97.0
"Gurkha Cellar Reserve Limitada Hedonism 6"" * 58",Single,,,11.8,7.0
"Gurkha Cellar Reserve Limitada Kraken 6"" * 60",Box of 20,,,193.95,110.0
"Gurkha Cellar Reserve Limitada Kraken 6"" * 60",Single,,,13.4,8.0
"Gurkha Cellar Reserve Platinum 12 Year Hedonism 6"" * 58",Box of 20,,,145.95,83.0
"Gurkha Cellar Reserve Platinum 12 Year Hedonism 6"" * 58",Single,,,9.35,6.0
"Gurkha Cellar Reserve Platinum 12 Year Kraken 6"" * 60",Box of 20,,,158.95,91.0
"Gurkha Cellar Reserve Platinum 12 Year Kraken 6"" * 60",Single,,,10.3,6.0
"Gurkha Cellar Reserve Platinum 12 Year Solara 5"" * 58",Box of 20,,,131.95,75.0
"Gurkha Cellar Reserve Platinum 12 Year Solara 5"" * 58",Single,,,8.45,5.0
"Gurkha The Classic Havana Blend Robusto 5""1/2 * 52",Box of 24,,,152.95,87.0
"Gurkha The Classic Havana Blend Robusto 5""1/2 * 52",Single,,,8.1,5.0
"Gurkha The Classic Havana Blend Toro 6"" * 54",Box of 24,,,216.95,123.0
"Gurkha The Classic Havana Blend Toro 6"" * 54",Single,,,9.1,6.0
"Gurkha Coleccion Especial TAA 2022 7"" * 54",Box of 8,,,100.0,57.0
"Gurkha Coleccion Especial TAA 2022 7"" * 54",Single,,,12.5,8.0
"Gurkha Ghost Exorcist 6"" * 60",Box of 21,,,163.95,93.0
"Gurkha Ghost Exorcist 6"" * 60",Single,,,9.45,6.0
"Gurkha Ghost Shadow 5"" * 52",Box of 21,,,116.95,67.0
"Gurkha Ghost Shadow 5"" * 52",Single,,,6.65,4.0
"Gurkha Ghost Gold Asura 6"" * 54 ",Box of 21,,,150.95,86.0
"Gurkha Ghost Gold Asura 6"" * 54 ",Single,,,7.35,5.0
"Gurkha Ghost Gold Exorcist 6"" * 60",Box of 21,,,192.95,110.0
"Gurkha Ghost Gold Exorcist 6"" * 60",Single,,,9.45,6.0
"Gurkha Ghost Gold Shadow 5"" * 52",Box of 21,,,135.95,78.0
"Gurkha Grand Reserve Churchill 7""1/2 * 52",Box of 30,,,284.95,162.0
"Gurkha Grand Reserve Churchill 7""1/2 * 52",Single,,,14.7,9.0
"Gurkha Heritage Robusto 5"" * 55",Box of 24,,,156.95,89.0
"Gurkha Heritage Robusto 5"" * 55",Single,,,7.5,5.0
"Gurkha Heritage Toro 6""1/2 * 54",Box of 24,,,174.95,100.0
"Gurkha Heritage Toro 6""1/2 * 54",Single,,,8.45,5.0
"Gurkha Heritage Maduro Toro 6""1/2 * 54",Box of 24,,,183.95,105.0
"Gurkha Heritage Maduro Toro 6""1/2 * 54",Single,,,8.1,5.0
"Gurkha Heritage Rosado TAA Toro 6"" * 52",Box of 10,,,100.0,57.0
"Gurkha Heritage Rosado TAA Toro 6"" * 52",Single,,,10.0,6.0
"Gurkha Marquesa Robusto 5"" * 52",Box of 20,,,141.95,81.0
"Gurkha Marquesa Robusto 5"" * 52",Single,,,7.2,5.0
"Gurkha Marquesa Toro 6"" * 54",Box of 20,,,158.95,91.0
"Gurkha Nicaragua Series Belicoso 6""1/8 * 52",Box of 20,,,186.95,106.0
"Gurkha Nicaragua Series Belicoso 6""1/8 * 52",Single,,,9.9,6.0
"Gurkha Nicaragua Series Magnum 6"" * 60",Box of 20,,,186.95,106.0
"Gurkha Nicaragua Series Magnum 6"" * 60",Single,,,9.9,6.0
"Gurkha Nicaragua Series Robusto 5"" * 52",Box of 20,,,165.95,95.0
"Gurkha Nicaragua Series Robusto 5"" * 52",Single,,,8.8,6.0
"Gurkha Nicaragua Series TAA Exclusive Figurado 6""7/8 * 52",Box of 10,,,130.0,74.0
"Gurkha Nicaragua Series TAA Exclusive Figurado 6""7/8 * 52",Single,,,13.0,8.0
"Gurkha Nicaragua Series Toro 6"" * 54",Box of 20,,,169.95,97.0
"Gurkha Private Select Ron Abuelo Toro 6"" * 50",Box of 30,,,272.95,155.0
"Gurkha Real Churchill 7"" * 52",Box of 20,,,159.95,91.0
"Gurkha Real Magnum 6"" * 60",Box of 20,,,151.95,87.0
"Gurkha Real Magnum 6"" * 60",Single,,,8.1,5.0
"Gurkha Real Robusto 5"" * 52",Box of 20,,,142.95,82.0
"Gurkha Real Toro 6"" * 54",Box of 20,,,144.95,83.0
"Gurkha Real Toro 6"" * 54",Single,,,7.65,5.0
"Gurkha Revenant Corojo Robusto 5"" * 50",Box of 20,,,134.95,77.0
"Gurkha Revenant Corojo Toro 6"" * 54",Box of 20,,,143.95,82.0
"Gurkha Revenant Maduro Robusto 5"" * 50",Box of 20,,,134.95,77.0
"Gurkha Revenant Maduro Toro 6"" * 54",Box of 20,,,143.95,82.0
"Gurkha Rogue Armageddon 6"" * 66",Box of 20,,,150.95,86.0
"Gurkha Rogue Bamboozle 6"" * 60",Box of 20,,,126.95,72.0
"Gurkha Rogue Rascal 5""1/2 * 46",Box of 20,,,88.95,51.0
"Gurkha Rogue Tyrant 5"" * 52",Box of 20,,,109.95,63.0
"Gurkha Royal Challenge Robusto 5"" * 50",Box of 20,,,103.95,59.0
"Gurkha Royal Challenge Robusto 5"" * 50",Single,,,6.75,4.0
"Gurkha Royal Challenge Toro 6"" * 50",Box of 20,,,104.95,60.0
"Gurkha Royal Challenge Toro 6"" * 50",Single,,,7.2,5.0
"Gurkha Royal Challenge Maduro Robusto 5"" * 50",Box of 20,,,117.95,67.0
"Gurkha Royal Challenge Maduro Toro 6"" * 50",Box of 20,,,122.95,70.0
"Gurkha Royal Challenge Maduro XO 6"" * 60",Box of 20,,,165.95,95.0
"Gurkha San Miguel Petite Corona 4""1/4 * 42",Box of 20,,,161.95,92.0
"Gurkha San Miguel Petite Corona 4""1/4 * 42",Single,,,8.55,5.0
"Gurkha San Miguel Robusto 5"" * 52",Box of 20,,,165.95,95.0
"Gurkha San Miguel Robusto 5"" * 52",Single,,,8.8,6.0
"Gurkha San Miguel Toro 6"" * 54",Box of 20,,,169.95,97.0
"Gurkha San Miguel Toro 6"" * 54",Single,,,9.0,6.0
"Gurkha Treinta Magnum 6"" * 60",Box of 20,,,188.95,108.0
"Gurkha Treinta Magnum 6"" * 60",Single,,,9.9,6.0
"Gurkha Treinta Robusto 5"" * 52",Box of 20,,,169.95,97.0
"Gurkha Treinta Robusto 5"" * 52",Single,,,9.0,6.0
"Gurkha Treinta Toro 6"" * 54",Box of 20,,,178.95,102.0
"Gurkha Treinta Toro 6"" * 54",Single,,,9.45,6.0
"Gurkha Warlord 6""3/4 * 60",Box of 33,,,243.95,139.0
"Gurkha Warlord 6""3/4 * 60",Single,,,19.1,11.0
"Gurkha Wicked Indie Churchill 7"" * 50",Box of 50,,,204.95,117.0
"Gurkha Wicked Indie Toro 6"" * 54",Box of 50,,,201.95,115.0
"H. Upmann 175th Anniversary Limited Edition Churchill 7"" * 50",Box of 10,,,139.95,80.0
"H. Upmann 175th Anniversary Limited Edition Churchill 7"" * 50",Single,,,17.1,10.0
"H. Upmann 1844 Anejo Magnum 6"" * 60",Box of 25,,,187.95,107.0
"H. Upmann 1844 Anejo Robusto 5"" * 50",Box of 25,,,164.95,94.0
"H. Upmann 1844 Anejo Toro 6"" * 54",Box of 25,,,173.95,99.0
"H. Upmann 1844 Anejo Toro 6"" * 54",Single,,,7.4,5.0
"H. Upmann 1844 Reserve Aperitifs 4"" * 33",Box of 30,,,39.5,23.0
"H. Upmann 1844 Reserve Belicoso 6""1/8 * 52",Box of 25,,,194.95,111.0
"H. Upmann 1844 Reserve Belicoso 6""1/8 * 52",Single,,,8.25,5.0
"H. Upmann 1844 Reserve Churchill 7"" * 50",Box of 25,,,194.95,111.0
"H. Upmann 1844 Reserve Churchill 7"" * 50",Single,,,8.25,5.0
"H. Upmann 1844 Reserve Corona 5""1/2 * 44",Box of 25,,,158.95,91.0
"H. Upmann 1844 Reserve Corona Major Tube 5""1/2 * 44",Box of 21,,,146.95,84.0
"H. Upmann 1844 Reserve Demi Tasse 5""1/4 * 33",Box of 60,,,153.95,88.0
"H. Upmann 1844 Reserve Robusto 5"" * 50",Box of 25,,,166.95,95.0
"H. Upmann 1844 Reserve Toro 6"" * 54",Box of 25,,,187.95,107.0
"H. Upmann 1844 Reserve Toro 6"" * 54",Single,,,8.0,5.0
"H. Upmann 1844 Reserve Toro Tube 6"" * 54",Pack of 5,,,34.95,20.0
"H. Upmann by AJ Fernandez Churchill 7"" * 54",Box of 20,,,172.95,99.0
"H. Upmann by AJ Fernandez Churchill 7"" * 54",Single,,,9.15,6.0
"H. Upmann by AJ Fernandez Papis 4"" * 38",Box of 30,,,80.85,46.0
"H. Upmann by AJ Fernandez Papis 4"" * 38",Tin of 6,,,20.95,12.0
"H. Upmann by AJ Fernandez Robusto 5"" * 52",Box of 20,,,161.84,92.0
"H. Upmann by AJ Fernandez Robusto 5"" * 52",Single,,,8.55,5.0
"H. Upmann by AJ Fernandez Toro 6"" * 54",Box of 20,,,167.43,95.0
"H. Upmann by AJ Fernandez Toro 6"" * 54",Single,,,8.85,6.0
"H. Upmann by AJ Fernandez Toro Tubo 6"" * 54",Box of 20,,,178.43,102.0
"H. Upmann by AJ Fernandez Toro Tubo 6"" * 54",Single,,,9.45,6.0
"H. Upmann Nicaragua by AJ Fernandez Finca La Lilia 2009 6"" * 60",Box of 20,,,215.95,123.0
"H. Upmann Nicaragua by AJ Fernandez Finca La Lilia 2009 6"" * 60",Single,,,11.4,7.0
"H. Upmann Grupo de Maestros Connecticut Robusto 5"" * 52",Box of 20,,,167.43,95.0
"H. Upmann Grupo de Maestros Connecticut Robusto 5"" * 52",Single,,,8.85,6.0
"H. Upmann Grupo de Maestros Connecticut Toro 6"" * 50",Box of 20,,,172.45,98.0
"H. Upmann Grupo de Maestros Connecticut Toro 6"" * 50",Single,,,9.1,6.0
"H. Upmann Herman's Batch Corona Gorda 5""5/8 * 46",Box of 20,,,166.95,95.0
"H. Upmann Herman's Batch Corona Gorda 5""5/8 * 46",Single,,,8.85,6.0
"H. Upmann Herman's Batch Lonsdale 6""1/2 * 42",Box of 20,,,161.95,92.0
"H. Upmann Herman's Batch Robusto 5"" * 54",Box of 20,,,181.8,104.0
"H. Upmann Herman's Batch Toro 6"" * 52",Box of 20,,,188.95,108.0
"H. Upmann Herman's Batch Toro 6"" * 52",Single,,,10.0,6.0
"H. Upmann Hispaniola by Jose Mendez Belicoso 6"" * 50",Box of 20,,,143.95,82.0
"H. Upmann Hispaniola by Jose Mendez Belicoso 6"" * 50",Single,,,8.2,5.0
"H. Upmann Hispaniola by Jose Mendez Robusto 5"" * 50",Box of 20,,,141.95,81.0
"H. Upmann Hispaniola by Jose Mendez Robusto 5"" * 50",Single,,,7.95,5.0
"H. Upmann Hispaniola by Jose Mendez Toro 6""1/8 * 52",Box of 20,,,147.95,84.0
"H. Upmann Hispaniola by Jose Mendez Toro 6""1/8 * 52",Single,,,8.35,5.0
"H. Upmann Nicaragua AJ Fernandez Heritage Churchill 7"" * 54",Box of 20,,,192.95,110.0
"H. Upmann Nicaragua AJ Fernandez Heritage Torpedo 6""1/8 * 52",Box of 20,,,188.95,108.0
"H. Upmann The Banker Annuity 6"" * 52",Box of 20,,,176.95,101.0
"H. Upmann The Banker Annuity 6"" * 52",Single,,,9.35,6.0
"H. Upmann The Banker Arbitrage 7"" * 56",Box of 20,,,190.95,109.0
"H. Upmann The Banker Arbitrage 7"" * 56",Single,,,10.15,6.0
"H. Upmann The Banker Currency 5""1/2 * 48",Box of 20,,,159.95,91.0
"H. Upmann The Banker Currency 5""1/2 * 48",Single,,,8.5,5.0
"H. Upmann The Banker Ingot Rose 6""3/4 * 48",Box of 12,,,129.6,74.0
"H. Upmann The Banker Ingot Rose 6""3/4 * 48",Single,,,11.4,7.0
"H. Upmann Vintage Cameroon Belicoso 6""1/8 * 52",Box of 25,,,145.95,83.0
"H. Upmann Vintage Cameroon Belicoso 6""1/8 * 52",Single,,,7.05,5.0
"H. Upmann Vintage Cameroon Churchill 7"" * 50",Box of 25,,,145.95,83.0
"H. Upmann Vintage Cameroon Corona 5""1/2 * 44",Box of 25,,,118.95,68.0
"H. Upmann Vintage Cameroon Corona 5""1/2 * 44",Single,,,5.75,4.0
"H. Upmann Vintage Cameroon Robusto 5"" * 52",Box of 25,,,129.95,74.0
"H. Upmann Vintage Cameroon Robusto 5"" * 52",Single,,,6.25,4.0
"H. Upmann Vintage Cameroon Toro 6"" * 54",Box of 25,,,140.95,80.0
"H. Upmann Vintage Cameroon Toro 6"" * 54",Single,,,6.8,4.0
"Harvester Connecticut Churchill 7"" * 50",Bundle of 20,,,98.95,57.0
"Harvester Connecticut Churchill 7"" * 50",Single,,,5.5,4.0
"Harvester Connecticut Magnum 6"" * 60",Bundle of 20,,,103.4,59.0
"Harvester Connecticut Magnum 6"" * 60",Single,,,5.75,4.0
"Harvester Connecticut Robusto 5"" * 54",Bundle of 20,,,89.95,52.0
"Harvester Connecticut Robusto 5"" * 54",Single,,,5.0,3.0
"Harvester Connecticut Toro 6"" * 50",Bundle of 20,,,94.95,54.0
"Harvester Connecticut Toro 6"" * 50",Single,,,5.25,4.0
"Havana Q Double Churchill 7"" * 52",Bundle of 20,,,46.95,27.0
"Havana Q Double Grande 6"" * 60",Bundle of 20,,,49.95,29.0
"Havana Q Double Robusto 5"" * 56",Bundle of 20,,,40.95,24.0
"Havana Q Double Toro 6"" * 54",Bundle of 20,,,42.95,25.0
"Hav-A-Tampa Jewels Regular 5"" * 29",Box of 50,,,56.95,33.0
"Hav-A-Tampa Jewels Sweet 5"" * 29",Box of 50,,,56.95,33.0
"Helix x542 5"" * 42",Box of 25,,,88.95,51.0
"Helix x652 6"" * 52",Box of 25,,,101.95,58.0
"Helix x748 7"" * 48",Box of 25,,,106.95,61.0
"Helix Maduro x652 6"" * 52",Box of 25,,,101.95,58.0
"Helix Maduro x652 6"" * 52",Single,,,6.3,4.0
"Henry Clay Maduro Breva Conserva 5""5/8 * 46",Box of 25,,,130.15,74.0
"Henry Clay Maduro Breva Conserva 5""5/8 * 46",Single,,,6.25,4.0
"Henry Clay Maduro Breva Fina 6""1/2 * 48",Box of 25,,,135.95,78.0
"Henry Clay Maduro Breva Fina 6""1/2 * 48",Box of 20,,,108.95,62.0
"Henry Clay Maduro Breva Fina 6""1/2 * 48",Single,,,6.55,4.0
"Henry Clay Maduro Brevas 5""1/2 * 42",Box of 50,,,241.95,138.0
"Henry Clay Maduro Brevas 5""1/2 * 42",Single,,,5.9,4.0
"Henry Clay Rustic Cheroot 5""5/8 * 38",Box of 20,,,82.95,48.0
"Henry Clay Rustic Cheroot 5""5/8 * 38",Single,,,4.4,3.0
"Henry Clay Stalk Cut Gran Corona 6"" * 46",Box of 20,,,163.54,93.0
"Henry Clay Stalk Cut Robusto 5"" * 50",Box of 20,,,168.67,96.0
"Henry Clay Stalk Cut Toro 6"" * 54",Box of 20,,,173.76,99.0
"Henry Clay War Hawk Corona 5"" * 44",Box of 25,,,161.95,92.0
"Henry Clay War Hawk Corona 5"" * 44",Single,,,6.85,4.0
"Henry Clay War Hawk Robusto 5"" * 54",Box of 25,,,173.81,99.0
"Henry Clay War Hawk Robusto 5"" * 54",Single,,,7.35,5.0
"Henry Clay War Hawk Toro 6"" * 50",Box of 25,,,185.4,106.0
"Henry Clay War Hawk Toro 6"" * 50",Single,,,7.85,5.0
"Henry Clay War Hawk Rebellious Limited Edition Toro 6"" * 54",Box of 20,,,171.95,98.0
"Henry Clay War Hawk Rebellious Limited Edition Toro 6"" * 54",Single,,,9.15,6.0
"Herrera Esteli Brazilian Maduro Lonsdale Deluxe 6"" * 44",Box of 25,,,199.95,114.0
"Herrera Esteli Brazilian Maduro Lonsdale Deluxe 6"" * 44",Single,,,8.8,6.0
"Herrera Esteli Brazilian Maduro Piramide Fino 6"" * 52",Box of 25,,,224.95,128.0
"Herrera Esteli Brazilian Maduro Piramide Fino 6"" * 52",Single,,,9.85,6.0
"Herrera Esteli Brazilian Maduro Robusto Grande 5""1/4 * 52",Box of 25,,,194.95,111.0
"Herrera Esteli Brazilian Maduro Robusto Grande 5""1/4 * 52",Single,,,8.55,5.0
"Herrera Esteli Brazilian Maduro Short Corona Gorda 5""7/8 * 46",Box of 25,,,172.95,99.0
"Herrera Esteli Brazilian Maduro Short Corona Gorda 5""7/8 * 46",Single,,,7.6,5.0
"Herrera Esteli Brazilian Maduro Toro Especial 6"" * 52",Box of 25,,,210.95,120.0
"Herrera Esteli Brazilian Maduro Toro Especial 6"" * 52",Single,,,9.25,6.0
"Herrera Esteli Broadleaf Lancero 7"" * 38",Box of 15,,,184.95,105.0
"Herrera Esteli Broadleaf Lancero 7"" * 38",Single,,,12.95,8.0
"Herrera Esteli Habano Limited Edition Lancero 7"" * 38",Box of 15,,,184.95,105.0
"Herrera Esteli Habano Limited Edition Lancero 7"" * 38",Single,,,12.95,8.0
"Herrera Esteli Habano Lonsdale Deluxe 6"" * 44",Box of 25,,,199.95,114.0
"Herrera Esteli Habano Lonsdale Deluxe 6"" * 44",Single,,,8.8,6.0
"Herrera Esteli Habano Piramide Fino 6"" * 52",Box of 25,,,224.95,128.0
"Herrera Esteli Habano Piramide Fino 6"" * 52",Single,,,9.85,6.0
"Herrera Esteli Habano Robusto Grande 5""1/4 * 52",Box of 25,,,194.95,111.0
"Herrera Esteli Habano Robusto Grande 5""1/4 * 52",Single,,,8.55,5.0
"Herrera Esteli Habano Short Corona Gorda 4""7/8 * 46",Box of 25,,,172.95,99.0
"Herrera Esteli Habano Short Corona Gorda 4""7/8 * 46",Single,,,7.6,5.0
"Herrera Esteli Habano Toro Especial 6"" * 52",Box of 25,,,210.95,120.0
"Herrera Esteli Habano Toro Especial 6"" * 52",Single,,,9.25,6.0
"Herrera Esteli Habano Tubo 6"" * 50",Box of 10,,,104.95,60.0
"Herrera Esteli Habano Tubo 6"" * 50",Single,,,11.5,7.0
"Herrera Esteli Miami Lonsdale 6"" * 44",Box of 10,,,111.95,64.0
"Herrera Esteli Miami Lonsdale 6"" * 44",Single,,,11.75,7.0
"Herrera Esteli Miami Piramide Fino 6"" * 52",Box of 10,,,125.95,72.0
"Herrera Esteli Miami Piramide Fino 6"" * 52",Single,,,13.25,8.0
"Herrera Esteli Miami Robusto Grande 5""1/4 * 52",Box of 10,,,109.95,63.0
"Herrera Esteli Miami Robusto Grande 5""1/4 * 52",Single,,,11.5,7.0
"Herrera Esteli Miami Short Corona Gorda 5""3/4 * 48",Box of 10,,,97.95,56.0
"Herrera Esteli Miami Short Corona Gorda 5""3/4 * 48",Single,,,10.25,6.0
"Herrera Esteli Miami Toro Especial 6"" * 52",Box of 10,,,116.95,67.0
"Herrera Esteli Miami Toro Especial 6"" * 52",Single,,,12.25,7.0
"Herrera Esteli Norteno Churchill Edicion Limitada 7"" * 48",Box of 15,,,210.0,120.0
"Herrera Esteli Norteno Churchill Edicion Limitada 7"" * 48",Single,,,14.2,9.0
"Herrera Esteli Norteno Lonsdale 6""1/2 * 44",Box of 25,,,199.95,114.0
"Herrera Esteli Norteno Piramide Fino 5"" * 50",Box of 25,,,224.95,128.0
"Herrera Esteli Norteno Piramide Fino 5"" * 50",Single,,,9.85,6.0
"Herrera Esteli Norteno Robusto Grande 5""1/2 * 54",Box of 25,,,194.95,111.0
"Herrera Esteli Norteno Robusto Grande 5""1/2 * 54",Single,,,8.55,5.0
"Herrera Esteli Norteno Short Corona Gorda 4""3/4 * 46",Box of 25,,,172.95,99.0
"Herrera Esteli Norteno Short Corona Gorda 4""3/4 * 46",Single,,,7.6,5.0
"Herrera Esteli Norteno Toro Especial 6"" * 50",Box of 25,,,210.95,120.0
"Herrera Esteli Norteno Toro Especial 6"" * 50",Single,,,9.25,6.0
"Herrera Esteli TAA Toro Exclusive 6"" * 52",Box of 12,,,144.0,82.0
"Herrera Esteli TAA Toro Exclusive 6"" * 52",Single,,,12.0,7.0
"Highclere Castle Victorian Churchill 7"" * 48",Box of 20,,,297.95,169.0
"Highclere Castle Victorian Churchill 7"" * 48",Single,,,15.7,9.0
"Highclere Castle Victorian Corona 5""1/2 * 46",Box of 20,,,243.95,139.0
"Highclere Castle Victorian Corona 5""1/2 * 46",Single,,,12.85,8.0
"Highclere Castle Victorian Petit Corona 5"" * 42",Box of 20,,,225.95,129.0
"Highclere Castle Victorian Petit Corona 5"" * 42",Single,,,11.9,7.0
"Highclere Castle Victorian Robusto 5"" * 50",Box of 20,,,261.95,149.0
"Highclere Castle Victorian Robusto 5"" * 50",Single,,,13.8,8.0
"Highclere Castle Victorian Toro 6"" * 52",Box of 20,,,279.95,159.0
"Highclere Castle Victorian Toro 6"" * 52",Single,,,14.75,9.0
"Hiram & Solomon Entered Apprentice Gavel 5"" * 60",Box of 20,,,211.86,121.0
"Hiram & Solomon Entered Apprentice Gran Toro 6"" * 60",Box of 20,,,225.9,129.0
"Hiram & Solomon Entered Apprentice Robusto 5"" * 52",Box of 20,,,185.4,106.0
"Hiram & Solomon Fellow Craft Gavel 5"" * 60",Box of 20,,,211.86,121.0
"Hiram & Solomon Fellow Craft Robusto 5"" * 52",Box of 20,,,185.4,106.0
"Hiram & Solomon Fellow Craft Toro 6"" * 52",Box of 20,,,198.54,113.0
"Hiram & Solomon Grand Architect Gran Toro 6"" * 60",Box of 20,,,236.34,134.0
"Hiram & Solomon Grand Architect Robusto 5"" * 50",Box of 20,,,200.52,114.0
"Hiram & Solomon Grand Architect Toro 6"" * 52",Box of 20,,,187.95,107.0
"Hiram & Solomon Grand Architect Toro 6"" * 52",Single,,,11.35,7.0
"Hiram & Solomon Master Mason Gavel 5"" * 60",Pack of 20,,,210.95,120.0
"Hiram & Solomon Master Mason Gavel 5"" * 60",Box of 20,,,195.95,112.0
"Hiram & Solomon Master Mason Gavel 5"" * 60",Single,,,10.6,7.0
"Hiram & Solomon Master Mason Gran Toro 6"" * 60",Pack of 20,,,224.95,128.0
"Hiram & Solomon Master Mason Gran Toro 6"" * 60",Box of 20,,,187.95,107.0
"Hiram & Solomon Master Mason Gran Toro 6"" * 60",Single,,,11.3,7.0
"Hiram & Solomon Master Mason Robusto 5"" * 52",Pack of 20,,,184.95,105.0
"Hiram & Solomon Master Mason Robusto 5"" * 52",Box of 20,,,154.95,88.0
"Hiram & Solomon Master Mason Robusto 5"" * 52",Single,,,9.3,6.0
"Hiram & Solomon Master Mason Toro 6"" * 52",Pack of 20,,,197.95,113.0
"Hiram & Solomon Master Mason Toro 6"" * 52",Box of 20,,,165.95,95.0
"Hiram & Solomon Master Mason Toro 6"" * 52",Single,,,9.95,6.0
"Hiram & Solomon Shriner Gran Toro 6"" * 60",Box of 20,,,225.9,129.0
"Hiram & Solomon Shriner Petit Corona 5"" * 42",Box of 20,,,174.06,99.0
"Hiram & Solomon Shriner Robusto 5"" * 52",Box of 20,,,185.4,106.0
"Hiram & Solomon Shriner Toro 6"" * 52",Pack of 20,,,197.95,113.0
"Hiram & Solomon Shriner Toro 6"" * 52",Box of 20,,,165.95,95.0
"Hiram & Solomon Shriner Toro 6"" * 52",Single,,,9.95,6.0
"Hiram & Solomon Traveling Man Gran Toro 6"" * 60",Box of 20,,,225.9,129.0
"Hiram & Solomon Traveling Man Lancero 7"" * 38 ",Box of 30,,,312.12,177.0
"Hiram & Solomon Traveling Man Robusto 5"" * 52",Pack of 20,,,184.95,105.0
"Hiram & Solomon Traveling Man Robusto 5"" * 52",Box of 20,,,153.95,88.0
"Hiram & Solomon Traveling Man Robusto 5"" * 52",Single,,,9.3,6.0
"Hiram & Solomon Traveling Man Toro 6"" * 54",Bundle of 20,,,198.54,113.0
"Hiram & Solomon Traveling Man Torpedo 6"" * 54",Box of 20,,,208.08,118.0
"Hiram & Solomon Traveling Man Torpedo 6"" * 54",Pack of 20,,,207.95,118.0
"Hiram & Solomon Veiled Prophet Grand Monarch 7"" * 60",Box of 16,,,228.78,130.0
"Hiram & Solomon Veiled Prophet Monarch 6"" * 54",Box of 20,,,225.9,129.0
"OHN Nude Bundle Churchill 7""1/2 * 50",Single,,,4.75,3.0
"OHN Nude Bundle Robusto 5"" * 50",Bundle of 25,,,80.96,46.0
"OHN Nude Bundle Robusto 5"" * 50",Single,,,3.38,2.0
"Hoyo de Monterrey El Torcedor 6""1/2 * 49",Box of 20,,,232.95,133.0
"Hoyo de Monterrey El Torcedor Selectos Regalo 7""1/4 * 54",Box of 20,,,232.95,133.0
"Hoyo de Monterrey El Torcedor Selectos Regalo 7""1/4 * 54",Single,,,12.35,8.0
"Hoyo de Monterrey Epicure Seleccion No. 1 5""5/8 * 46",Box of 20,,,139.95,80.0
"Hoyo de Monterrey Epicure Seleccion No. 1 5""5/8 * 46",Single,,,7.95,5.0
"Hoyo de Monterrey Epicure Seleccion No. 2 4""9/10 * 50",Box of 20,,,134.95,77.0
"Hoyo de Monterrey Epicure Seleccion No. 2 4""9/10 * 50",Single,,,7.65,5.0
"Hoyo de Monterrey Epicure Seleccion Toro Especial 6"" * 50",Box of 20,,,142.95,82.0
"Hoyo de Monterrey Epicure Seleccion Toro Especial 6"" * 50",Single,,,8.1,5.0
"Hoyo La Amistad Gigante 6"" * 60",Box of 20,,,110.95,63.0
"Hoyo La Amistad Gigante 6"" * 60",Single,,,8.4,5.0
"Hoyo La Amistad Robusto 5"" * 54",Box of 20,,,109.95,63.0
"Hoyo La Amistad Robusto 5"" * 54",Single,,,8.1,5.0
"Hoyo La Amistad Rothschild 4""1/2 * 50",Box of 20,,,96.95,55.0
"Hoyo La Amistad Toro 6"" * 50",Box of 20,,,108.95,62.0
"Hoyo La Amistad Toro 6"" * 50",Single,,,8.3,5.0
"Hoyo La Amistad Black Gigante 5""7/8 * 60",Box of 20,,,114.95,66.0
"Hoyo La Amistad Black Gigante 5""7/8 * 60",Single,,,8.4,5.0
"Hoyo La Amistad Black Rothschild 4""1/2 * 50",Box of 25,,,120.95,69.0
"Hoyo La Amistad Black Toro 6""1/2 * 52",Box of 20,,,108.95,62.0
"Hoyo La Amistad Black Toro 6""1/2 * 52",Single,,,7.75,5.0
"Hoyo La Amistad Dark Sumatra Espresso 4""1/2 * 50",Box of 20,,,102.95,59.0
"Hoyo La Amistad Dark Sumatra Espresso 4""1/2 * 50",Single,,,7.4,5.0
